scorer,Trijana,Trijana,Trijana,Trijana,Trijana,Trijana,Trijana,Trijana,Trijana,Trijana,Trijana,Trijana
labeled-data/grasp/img0061.png,483.37297576070137,707.8156266116554,547.3234657039711,774.9636410520886,617.6690046415679,742.9883960804538,694.4095925734914,637.4700876740587,783.9402784940692,599.0997937080969,515.3482207323364,963.6175863847343
labeled-data/grasp/img0067.png,496.16307374935536,714.2106756059824,547.3234657039711,771.7661165549251,614.4714801444043,742.9883960804538,700.8046415678184,637.4700876740587,780.7427539969055,595.9022692109334,521.7432697266634,954.0250128932439
labeled-data/grasp/img0072.png,489.76802475502836,679.037906137184,547.3234657039711,739.7908715832903,614.4714801444043,714.2106756059824,691.212068076328,579.914646725116,790.3353274883959,595.9022692109334,521.7432697266634,954.0250128932439
labeled-data/grasp/img0077.png,502.55812274368236,602.2973182052604,563.3110881897885,640.6676121712221,643.2492006188756,602.2973182052604,716.792264053636,499.97653429602883,828.7056214543579,579.9146467251159,508.95317173800936,925.2472924187725
labeled-data/grasp/img0078.png,502.55812274368236,586.3096957194429,579.2987106756059,615.0874161939142,636.8541516245486,579.9146467251159,719.9897885507994,464.80376482723045,838.2981949458483,579.9146467251159,515.3482207323364,922.049767921609
labeled-data/grasp/img0082.png,483.37297576070137,512.7666322846826,604.8789066529139,544.7418772563175,662.4343476018566,474.39633831872084,767.9526560082518,381.6681279009797,867.0759154203197,592.7047447137699,521.7432697266634,938.0373904074264
labeled-data/grasp/img0083.png,489.76802475502836,509.5691077875192,598.4838576585869,531.9517792676636,675.2244455905106,448.81614234141284,758.3600825167614,372.0755544094891,873.4709644146467,605.4948427024239,528.1383187209901,925.2472924187725
labeled-data/grasp/img0084.png,489.76802475502836,506.3715832903556,608.0764311500773,522.3592057761732,688.0145435791646,439.22356884992246,780.7427539969055,343.29783393501793,860.6808664259929,605.4948427024239,515.3482207323364,941.2349149045899
labeled-data/grasp/img0085.png,496.16307374935536,490.3839608045382,604.8789066529139,519.1616812790096,684.817019082001,413.6433728726147,774.3477050025788,349.69288292934493,873.4709644146467,615.0874161939142,528.1383187209901,928.444816915936
labeled-data/grasp/img0088.png,441.805157297576,436.0260443527591,598.4838576585869,439.22356884992246,688.0145435791646,343.29783393501793,764.7551315110882,320.91516245487355,892.6561113976277,624.6799896854047,515.3482207323364,957.2225373904074
labeled-data/grasp/img0089.png,409.8299123259412,410.4458483754511,595.2863331614235,394.4582258896337,684.817019082001,304.92753996905594,777.5452294997422,320.91516245487355,895.8536358947911,611.8898916967507,508.95317173800936,944.4324394017534
labeled-data/grasp/img0093.png,358.66952037132546,378.4706034038163,553.7185146982981,314.52011346054655,668.8293965961836,247.37209902011318,764.7551315110882,304.92753996905594,911.8412583806087,631.0750386797317,521.7432697266634,938.0373904074264
labeled-data/grasp/img0094.png,339.48437338834447,375.2730789066527,544.1259412068077,304.92753996905594,668.8293965961836,253.76714801444018,771.1501805054152,311.32258896338294,915.0387828777721,637.4700876740587,521.7432697266634,944.4324394017534
labeled-data/grasp/img0095.png,329.8917998968541,378.4706034038163,550.5209902011345,279.3473439917482,662.4343476018566,234.5820010314594,767.9526560082518,298.53249097472917,918.2363073749354,618.2849406910777,518.5457452294997,934.8398659102629
labeled-data/grasp/img0096.png,329.8917998968541,378.4706034038163,518.5457452294997,279.3473439917482,662.4343476018566,234.5820010314594,767.9526560082518,298.53249097472917,918.2363073749354,618.2849406910777,518.5457452294997,934.8398659102629
labeled-data/grasp/img0097.png,310.7066529138731,375.2730789066529,512.1506962351727,272.9522949974212,652.8417741103663,234.5820010314594,771.1501805054154,301.73001547189256,918.2363073749354,618.2849406910777,518.5457452294997,934.8398659102629
labeled-data/grasp/img0099.png,294.7190304280556,375.2730789066529,496.16307374935514,276.14981949458456,636.8541516245489,231.38447653429603,771.1501805054154,301.73001547189256,918.2363073749354,618.2849406910777,518.5457452294997,934.8398659102629
labeled-data/grasp/img0100.png,272.3363589479112,384.8656523981433,483.37297576070114,266.5572460030942,636.8541516245489,231.38447653429603,771.1501805054154,301.73001547189256,918.2363073749354,634.2725631768951,518.5457452294997,934.8398659102629
labeled-data/grasp/img0101.png,265.9413099535842,388.0631768953067,476.97792676637414,247.37209902011318,630.4591026302219,231.38447653429603,771.1501805054154,301.73001547189256,918.2363073749354,634.2725631768951,518.5457452294997,934.8398659102629
labeled-data/grasp/img0102.png,259.5462609592572,394.4582258896337,470.58287777204737,247.37209902011318,624.0640536358949,237.77952552862303,764.7551315110884,308.1250644662193,918.2363073749354,634.2725631768951,518.5457452294997,934.8398659102629
labeled-data/grasp/img0103.png,249.9536874677667,397.6557503867973,467.385353274884,260.16219700876695,608.0764311500775,250.56962351727702,751.9650335224344,320.9151624548731,918.2363073749354,634.2725631768951,518.5457452294997,934.8398659102629
labeled-data/grasp/img0105.png,243.55863847343994,413.6433728726147,448.200206291903,256.9646725116038,604.8789066529139,269.7547705002578,748.7675090252708,324.11268695203694,937.4214543579164,650.2601856627126,502.55812274368236,944.4324394017534
labeled-data/grasp/img0107.png,233.96606498194944,407.2483238782877,435.4101083032492,260.1621970087672,592.0888086642599,260.1621970087672,739.1749355337804,333.7052604435273,931.0264053635894,669.4453326456935,505.75564724084575,938.0373904074264
labeled-data/grasp/img0117.png,208.38586900464156,400.8532748839607,422.6200103145952,247.37209902011318,569.7061371841155,247.37209902011318,726.3848375451264,327.31021144920055,934.2239298607531,666.2478081485301,496.16307374935536,928.444816915936
labeled-data/grasp/img0122.png,214.78091799896856,413.6433728726147,429.0150593089222,266.5572460030942,576.1011861784425,240.9770500257864,713.5947395564724,324.11268695203694,937.4214543579164,666.2478081485301,483.37297576070137,934.8398659102629
labeled-data/grasp/img0123.png,211.58339350180506,413.6433728726147,425.8175348117586,260.1621970087672,579.2987106756059,244.1745745229498,719.9897885507994,330.50773594636394,924.6313563692624,669.4453326456935,512.1506962351727,915.654718927282
labeled-data/grasp/img0128.png,281.9289324394018,400.8532748839607,451.3977307890666,247.37209902011318,579.2987106756059,247.37209902011318,719.9897885507994,333.7052604435273,905.4462093862817,650.2601856627126,486.570500257865,957.2225373904074
labeled-data/grasp/img0132.png,361.86704486848896,413.6433728726147,480.175451263538,298.53249097472917,601.6813821557505,285.7423929860752,726.3848375451264,343.29783393501793,886.2610624033007,627.8775141825682,502.55812274368236,928.444816915936
labeled-data/grasp/img0134.png,400.2373388344507,445.61861784424946,502.55812274368213,311.32258896338294,598.4838576585869,324.11268695203694,713.5947395564724,368.8780299123257,892.6561113976277,611.8898916967507,499.36059824651875,925.2472924187725
labeled-data/grasp/img0136.png,425.8175348117586,487.18643630737483,521.7432697266634,356.08793192367193,604.8789066529139,362.4829809179987,707.1996905621454,375.2730789066527,876.6684889118103,592.7047447137699,505.75564724084575,928.444816915936
labeled-data/grasp/img0138.png,460.990304280557,547.9394017534811,540.9284167096441,413.6433728726147,604.8789066529139,413.6433728726147,691.212068076328,413.6433728726147,851.0882929345023,567.124548736462,521.7432697266634,883.6794739556472
labeled-data/grasp/img0142.png,486.570500257865,647.0626611655491,540.9284167096441,624.6799896854047,604.8789066529139,528.7542547705002,694.4095925734914,458.40871583290345,822.3105724600309,579.9146467251159,512.1506962351727,922.049767921609
labeled-data/grasp/img0147.png,470.58287777204737,659.8527591542031,528.1383187209901,659.8527591542031,598.4838576585869,557.5319752449715,668.8293965961836,528.7542547705002,758.3600825167612,567.124548736462,502.55812274368236,909.259669932955
labeled-data/grasp/img0148.png,473.780402269211,650.2601856627126,528.1383187209901,650.2601856627126,598.4838576585869,554.334450747808,684.817019082001,528.7542547705002,755.1625580195978,567.124548736462,502.55812274368236,931.6423414130994
labeled-data/grasp/img0150.png,464.1878287777206,669.4453326456935,537.7308922124807,675.8403816400205,598.4838576585869,579.9146467251159,681.6194945848376,560.729499742135,755.1625580195978,576.7171222279525,502.55812274368236,925.2472924187725
labeled-data/grasp/img0151.png,473.780402269211,682.2354306343475,537.7308922124807,679.037906137184,617.6690046415679,579.9146467251159,678.421970087674,554.334450747808,758.3600825167612,573.519597730789,499.36059824651875,938.0373904074264
labeled-data/grasp/img0157.png,483.37297576070137,688.6304796286745,553.7185146982981,704.6181021144919,617.6690046415679,611.8898916967507,678.421970087674,573.519597730789,748.7675090252708,583.1121712222794,515.3482207323364,928.444816915936
labeled-data/grasp/img0159.png,489.76802475502836,691.828004125838,547.3234657039711,714.2106756059824,617.6690046415679,624.6799896854047,681.6194945848376,573.519597730789,751.9650335224342,605.4948427024239,496.16307374935536,931.6423414130994
labeled-data/grasp/img0170.png,499.36059824651875,704.6181021144919,553.7185146982981,733.3958225889633,624.0640536358949,637.4700876740587,684.817019082001,592.7047447137699,745.5699845281074,611.8898916967507,502.55812274368236,938.0373904074264
labeled-data/grasp/img0171.png,492.965549252192,723.8032490974729,560.1135636926251,733.3958225889633,633.6566271273853,650.2601856627126,684.817019082001,589.5072202166064,751.9650335224342,599.0997937080969,521.7432697266634,963.6175863847343
labeled-data/grasp/img0174.png,489.76802475502836,707.8156266116554,553.7185146982981,742.9883960804538,627.2615781330583,653.4577101598761,688.0145435791646,583.1121712222794,771.1501805054152,602.2973182052604,502.55812274368236,957.2225373904074
labeled-data/grasp/img0177.png,499.36059824651875,698.2230531201649,560.1135636926251,730.1982980917998,630.4591026302219,624.6799896854047,681.6194945848376,586.3096957194429,771.1501805054152,595.9022692109334,508.95317173800936,963.6175863847343
labeled-data/grasp/img0179.png,492.965549252192,669.4453326456935,553.7185146982981,685.432955131511,636.8541516245486,595.9022692109334,697.607117070655,570.3220732336255,764.7551315110882,592.7047447137699,512.1506962351727,950.8274883960804
labeled-data/grasp/img0180.png,496.16307374935536,666.2478081485301,553.7185146982981,688.6304796286745,624.0640536358949,592.7047447137699,704.002166064982,551.1369262506445,774.3477050025788,579.9146467251159,499.36059824651875,947.6299638989169
labeled-data/grasp/img0187.png,457.7927797833936,452.01366683857646,592.0888086642599,416.8408973697781,662.4343476018566,324.11268695203694,751.9650335224342,359.2854564208353,806.3229499742135,599.0997937080969,508.95317173800936,931.6423414130994
labeled-data/grasp/img0190.png,406.6323878287777,394.4582258896337,588.8912841670965,314.52011346054655,675.2244455905106,263.3597215059308,767.9526560082518,308.12506446621956,815.9155234657039,592.7047447137699,502.55812274368236,944.4324394017534
labeled-data/grasp/img0194.png,381.05219185146984,400.8532748839607,566.5086126869521,301.73001547189256,656.0392986075296,263.3597215059308,771.1501805054152,317.71763795770994,841.4957194430119,611.8898916967507,499.36059824651875,954.0250128932439
labeled-data/grasp/img0196.png,361.86704486848896,404.0507993811241,560.1135636926251,298.53249097472917,665.63187209902,256.9646725116038,761.5576070139248,317.71763795770994,860.6808664259929,618.2849406910777,515.3482207323364,931.6423414130994
labeled-data/grasp/img0202.png,294.7190304280557,359.2854564208353,508.95317173800936,253.76714801444018,627.2615781330583,247.37209902011318,761.5576070139248,311.32258896338294,931.0264053635894,640.6676121712221,499.36059824651875,922.049767921609
labeled-data/grasp/img0203.png,291.5215059308922,365.6805054151623,502.55812274368236,240.9770500257864,630.4591026302219,231.3844765342958,758.3600825167612,311.32258896338294,937.4214543579164,653.4577101598761,496.16307374935536,950.8274883960804
labeled-data/grasp/img0210.png,233.96606498194944,381.6681279009797,454.59525528623,240.9770500257864,582.4962351727695,253.76714801444018,729.5823620422898,330.50773594636394,937.4214543579164,663.0502836513666,505.75564724084575,941.2349149045899
labeled-data/grasp/img0211.png,233.96606498194944,381.6681279009797,454.59525528623,240.9770500257864,582.4962351727695,253.76714801444018,729.5823620422898,330.50773594636394,937.4214543579164,663.0502836513666,505.75564724084575,941.2349149045899
labeled-data/grasp/img0213.png,227.57101598762256,391.2607013924701,445.0026817947394,247.3720990201134,576.1011861784427,256.9646725116038,710.3972150593088,346.4953584321813,937.4214543579164,663.0502836513666,505.75564724084575,941.2349149045899
labeled-data/grasp/img0220.png,214.78091799896856,407.2483238782877,432.2125838060856,260.1621970087672,572.9036616812791,276.14981949458456,713.5947395564724,346.4953584321813,927.8288808664261,675.8403816400205,512.1506962351727,941.2349149045899
labeled-data/grasp/img0227.png,317.1017019082001,378.4706034038163,432.2125838060856,256.9646725116038,576.1011861784425,250.5696235172768,723.1873130479628,362.4829809179987,937.4214543579164,666.2478081485301,496.16307374935536,938.0373904074264
labeled-data/grasp/img0228.png,339.48437338834447,394.4582258896337,432.2125838060856,272.9522949974212,579.2987106756059,240.9770500257864,719.9897885507994,362.4829809179987,908.6437338834451,672.642857142857,489.76802475502836,954.0250128932439
labeled-data/grasp/img0229.png,365.06456936565246,416.8408973697781,445.0026817947396,269.7547705002578,572.9036616812791,244.1745745229498,704.002166064982,343.29783393501793,899.0511603919547,666.2478081485301,518.5457452294997,934.8398659102629
labeled-data/grasp/img0230.png,393.84228984012384,429.6309953584321,451.3977307890666,263.3597215059308,556.9160391954615,237.7795255286228,704.002166064982,320.91516245487355,911.8412583806087,637.4700876740587,508.95317173800936,947.6299638989169
labeled-data/grasp/img0231.png,406.6323878287777,445.61861784424946,464.1878287777206,279.3473439917482,566.5086126869521,237.7795255286228,697.607117070655,317.71763795770994,899.0511603919547,647.0626611655491,502.55812274368236,931.6423414130994
labeled-data/grasp/img0232.png,419.4224858174316,474.39633831872084,486.570500257865,288.93991748323856,563.3110881897885,244.1745745229498,681.6194945848376,314.52011346054655,899.0511603919547,637.4700876740587,508.95317173800936,925.2472924187725
labeled-data/grasp/img0234.png,445.0026817947396,519.1616812790096,499.36059824651875,352.8904074265083,595.2863331614235,282.54486848891156,684.817019082001,311.32258896338294,889.4585869004641,637.4700876740587,508.95317173800936,970.0126353790613
labeled-data/grasp/img0235.png,454.59525528623,541.5443527591541,499.36059824651875,394.4582258896337,604.8789066529139,324.11268695203694,688.0145435791646,336.90278494069094,892.6561113976277,640.6676121712221,521.7432697266634,934.8398659102629
labeled-data/grasp/img0236.png,470.58287777204737,586.3096957194429,528.1383187209901,442.42109334708607,608.0764311500773,378.4706034038163,684.817019082001,394.4582258896337,886.2610624033007,631.0750386797317,521.7432697266634,944.4324394017534
labeled-data/grasp/img0243.png,483.37297576070137,727.0007735946363,547.3234657039711,758.9760185662711,617.6690046415679,720.6057246003094,675.2244455905106,615.0874161939142,863.8783909231563,592.7047447137699,524.9407942238267,912.4571944301185
labeled-data/grasp/img0248.png,502.55812274368236,714.2106756059824,560.1135636926251,771.7661165549251,630.4591026302219,720.6057246003094,704.002166064982,618.2849406910777,825.5080969571945,586.3096957194429,537.7308922124807,925.2472924187725
labeled-data/grasp/img0255.png,505.75564724084575,707.8156266116554,563.3110881897885,781.3586900464156,627.2615781330583,739.7908715832903,710.397215059309,643.8651366683856,806.3229499742135,586.3096957194429,534.5333677153171,950.8274883960804
labeled-data/grasp/img0256.png,508.95317173800936,707.8156266116554,566.5086126869521,765.3710675605981,640.0516761217123,739.7908715832903,719.9897885507994,637.4700876740587,806.3229499742135,605.4948427024239,540.9284167096441,950.8274883960804
labeled-data/grasp/img0268.png,524.9407942238267,720.6057246003094,579.2987106756059,781.3586900464156,649.6442496132026,749.3834450747808,732.7798865394534,653.4577101598761,825.5080969571945,605.4948427024239,540.9284167096441,950.8274883960804
labeled-data/grasp/img0269.png,524.9407942238267,720.6057246003094,579.2987106756059,781.3586900464156,649.6442496132026,749.3834450747808,732.7798865394534,653.4577101598761,825.5080969571945,605.4948427024239,540.9284167096441,950.8274883960804
labeled-data/grasp/img0274.png,534.5333677153171,643.8651366683856,601.6813821557505,714.2106756059824,675.2244455905106,669.4453326456935,758.3600825167612,567.124548736462,847.8907684373389,589.5072202166064,556.9160391954615,957.2225373904074
labeled-data/grasp/img0275.png,544.1259412068077,643.8651366683856,604.8789066529139,675.8403816400205,681.6194945848376,624.6799896854047,758.3600825167612,525.5567302733366,841.4957194430119,599.0997937080969,540.9284167096441,931.6423414130994
labeled-data/grasp/img0277.png,553.7185146982981,579.9146467251159,630.4591026302219,621.4824651882412,700.8046415678184,551.1369262506445,790.3353274883962,464.80376482723045,863.8783909231563,599.0997937080969,540.9284167096441,925.2472924187725
labeled-data/grasp/img0281.png,470.58287777204737,413.6433728726147,643.2492006188756,439.22356884992246,723.1873130479628,388.0631768953067,806.3229499742135,388.0631768953067,873.4709644146467,605.4948427024239,544.1259412068077,925.2472924187725
labeled-data/grasp/img0284.png,435.4101083032492,372.0755544094893,636.8541516245486,356.08793192367193,732.7798865394534,324.11268695203694,809.5204744713769,349.69288292934493,883.0635379061373,611.8898916967507,544.1259412068077,918.8522434244455
labeled-data/grasp/img0288.png,403.4348633316142,375.2730789066527,617.6690046415679,311.32258896338294,713.5947395564724,260.1621970087672,806.3229499742135,333.7052604435273,915.0387828777721,637.4700876740587,534.5333677153171,915.654718927282
labeled-data/grasp/img0289.png,377.85466735430634,368.8780299123257,608.0764311500773,298.53249097472917,710.397215059309,247.37209902011318,803.1254254770502,317.71763795770994,931.0264053635894,656.6552346570396,537.7308922124807,928.444816915936
labeled-data/grasp/img0292.png,349.07694687983496,362.4829809179987,582.4962351727695,256.9646725116038,694.4095925734914,221.79190304280542,793.5328519855595,320.91516245487355,950.2115523465704,656.6552346570396,534.5333677153171,912.4571944301185
labeled-data/grasp/img0293.png,342.68189788550796,368.8780299123257,579.2987106756059,253.76714801444018,694.4095925734914,228.18695203713241,799.9279009798865,304.92753996905594,963.0016503352244,659.8527591542031,537.7308922124807,925.2472924187725
labeled-data/grasp/img0295.png,323.4967509025271,368.8780299123257,547.3234657039711,247.37209902011318,675.2244455905106,228.18695203713241,796.7303764827232,304.92753996905594,963.0016503352244,663.0502836513666,537.7308922124807,912.4571944301185
labeled-data/grasp/img0297.png,291.5215059308922,375.2730789066527,531.3358432181537,253.76714801444018,668.8293965961836,228.18695203713241,780.7427539969055,298.53249097472917,953.4090768437338,675.8403816400205,528.1383187209901,922.049767921609
labeled-data/grasp/img0298.png,278.7314079422383,362.4829809179987,502.55812274368236,240.9770500257864,656.0392986075296,244.1745745229498,783.9402784940692,320.91516245487355,956.6066013408974,688.6304796286745,524.9407942238267,925.2472924187725
labeled-data/grasp/img0299.png,278.7314079422383,362.4829809179987,502.55812274368236,240.9770500257864,656.0392986075296,244.1745745229498,783.9402784940692,320.91516245487355,956.6066013408974,688.6304796286745,524.9407942238267,925.2472924187725
labeled-data/grasp/img0302.png,256.3487364620938,413.6433728726147,476.97792676637437,253.76714801444018,614.4714801444043,244.1745745229498,758.3600825167612,333.7052604435273,963.0016503352244,688.6304796286745,537.7308922124807,928.444816915936
labeled-data/grasp/img0309.png,249.95368746776683,423.2359463641051,464.18782877772037,260.1621970087672,604.8789066529139,260.1621970087672,758.3600825167612,333.7052604435273,963.0016503352244,688.6304796286745,537.7308922124807,928.444816915936
labeled-data/grasp/img0312.png,246.75616297060344,439.22356884992246,451.3977307890666,279.3473439917482,592.0888086642599,276.14981949458456,751.9650335224342,349.69288292934493,959.8041258380608,704.6181021144919,521.7432697266634,957.2225373904074
labeled-data/grasp/img0316.png,240.36111397627644,436.0260443527591,448.200206291903,285.7423929860752,592.0888086642599,295.33496647756556,745.5699845281074,349.69288292934493,963.0016503352244,695.0255286230015,534.5333677153171,934.8398659102629
labeled-data/grasp/img0318.png,240.36111397627644,439.22356884992246,445.0026817947396,279.3473439917482,598.4838576585869,285.7423929860752,745.5699845281074,365.6805054151623,963.0016503352244,691.828004125838,518.5457452294997,938.0373904074264
labeled-data/grasp/img0321.png,224.37349149045906,426.43347086126846,445.0026817947396,282.54486848891156,595.2863331614235,298.53249097472917,742.3724600309438,349.69288292934493,950.2115523465704,701.4205776173284,518.5457452294997,934.8398659102629
labeled-data/grasp/img0329.png,269.1388344507478,426.43347086126846,464.1878287777206,272.9522949974212,611.2739556472409,266.5572460030942,758.3600825167612,349.69288292934493,937.4214543579164,669.4453326456935,524.9407942238267,950.8274883960804
labeled-data/grasp/img0332.png,291.5215059308922,397.6557503867971,492.965549252192,285.7423929860752,624.0640536358949,282.54486848891156,764.7551315110882,349.69288292934493,911.8412583806087,659.8527591542031,515.3482207323364,938.0373904074264
labeled-data/grasp/img0335.png,304.3116039195462,400.8532748839607,496.16307374935536,288.93991748323856,624.0640536358949,285.7423929860752,777.5452294997422,343.29783393501793,918.2363073749354,637.4700876740587,544.1259412068077,960.4200618875708
labeled-data/grasp/img0337.png,339.48437338834447,413.6433728726147,515.3482207323364,304.92753996905594,620.8665291387313,304.92753996905594,783.9402784940692,343.29783393501793,899.0511603919547,650.2601856627126,521.7432697266634,947.6299638989169
labeled-data/grasp/img0339.png,413.0274368231047,439.22356884992246,528.1383187209901,352.8904074265083,636.8541516245486,314.52011346054655,767.9526560082518,362.4829809179987,892.6561113976277,647.0626611655491,528.1383187209901,934.8398659102629
labeled-data/grasp/img0343.png,508.95317173800936,615.0874161939142,566.5086126869521,487.18643630737483,640.0516761217123,375.2730789066527,767.9526560082518,388.0631768953067,918.2363073749354,631.0750386797317,540.9284167096441,934.8398659102629
labeled-data/grasp/img0344.png,521.7432697266634,624.6799896854047,579.2987106756059,528.7542547705002,649.6442496132026,384.8656523981433,748.7675090252708,394.4582258896337,918.2363073749354,627.8775141825682,540.9284167096441,915.654718927282
labeled-data/grasp/img0347.png,508.95317173800936,640.6676121712221,579.2987106756059,586.3096957194429,643.2492006188756,439.22356884992246,739.1749355337804,429.6309953584321,908.6437338834451,624.6799896854047,553.7185146982981,970.0126353790613
labeled-data/grasp/img0353.png,502.55812274368236,650.2601856627126,576.1011861784425,688.6304796286745,643.2492006188756,554.334450747808,719.9897885507994,515.9641567818462,863.8783909231563,615.0874161939142,537.7308922124807,963.6175863847343
labeled-data/grasp/img0354.png,499.36059824651875,663.0502836513666,579.2987106756059,711.0131511088189,636.8541516245486,563.9270242392985,713.5947395564724,515.9641567818462,867.0759154203197,624.6799896854047,540.9284167096441,957.2225373904074
labeled-data/grasp/img0355.png,499.36059824651875,659.8527591542031,569.7061371841155,701.4205776173284,640.0516761217123,592.7047447137699,713.5947395564724,554.334450747808,860.6808664259929,631.0750386797317,547.3234657039711,982.8027333677153
labeled-data/grasp/img0361.png,492.965549252192,663.0502836513666,566.5086126869521,717.4082001031459,640.0516761217123,679.037906137184,697.607117070655,599.0997937080969,815.9155234657039,624.6799896854047,534.5333677153171,957.2225373904074
labeled-data/grasp/img0362.png,489.76802475502836,669.4453326456935,560.1135636926251,727.0007735946363,636.8541516245486,698.2230531201649,700.8046415678184,599.0997937080969,822.3105724600309,611.8898916967507,544.1259412068077,976.4076843733883
labeled-data/grasp/img0364.png,489.76802475502836,669.4453326456935,569.7061371841155,720.6057246003094,630.4591026302219,682.2354306343475,700.8046415678184,599.0997937080969,815.9155234657039,611.8898916967507,537.7308922124807,973.2101598762248
labeled-data/grasp/img0376.png,518.5457452294997,679.037906137184,579.2987106756059,742.9883960804538,649.6442496132026,720.6057246003094,726.3848375451264,631.0750386797317,809.5204744713769,599.0997937080969,547.3234657039711,963.6175863847343
labeled-data/grasp/img0382.png,515.3482207323364,675.8403816400205,576.1011861784425,733.3958225889633,646.4467251160393,720.6057246003094,723.1873130479628,618.2849406910777,806.3229499742135,579.9146467251159,534.5333677153171,989.1977823620422
